po_line_id,po_id,order_date,supplier_id,part_id,warehouse_id,quantity_ordered,promised_date,received_date,quantity_received,unit_cost_gbp,order_status
POL015912,PO005304,2025-04-27,S014,P0061,W03,319,2025-05-20,2025-05-26,319,78.91,Complete
POL015913,PO005305,2026-02-01,S004,P0082,W02,26,2026-02-09,2026-02-07,26,554.58,Complete
POL015914,PO005305,2026-03-15,S038,P0101,W04,312,2026-04-06,2026-04-04,312,686.8,Complete
POL015915,PO005305,2026-05-08,S018,P0027,W01,340,2026-05-19,2026-05-25,340,452.92,Complete
POL015916,PO005306,2025-07-29,S036,P0018,W01,325,2025-08-25,2025-08-25,325,16.24,Complete
POL015917,PO005306,2026-06-01,S011,P0032,W05,488,2026-06-23,2026-07-05,488,25.0,Complete
POL015918,PO005306,2025-10-20,S001,P0064,W01,217,2025-11-12,2025-11-16,217,120.0,Complete
POL015919,PO005307,2025-08-21,S007,P0095,W03,253,2025-09-06,2025-09-10,253,19.03,Complete
POL015920,PO005307,2025-04-05,S023,P0055,W05,474,2025-05-01,2025-05-05,474,253.75,Complete
POL015921,PO005307,2025-07-12,S024,P0118,W04,430,2025-07-19,2025-07-28,430,266.42,Complete
POL015922,PO005308,2026-08-08,S021,P0039,W03,234,2026-08-17,2026-08-01,234,186.16,Open
POL015923,PO005308,2026-03-06,S047,P0056,W02,214,2026-03-31,2026-04-05,214,68.19,Complete
POL015924,PO005308,2026-03-12,S032,P0111,W01,395,2026-04-02,2026-03-30,395,144.24,Complete
POL015925,PO005309,2026-06-22,S036,P0021,W01,284,2026-07-18,2026-07-13,284,85.92,Complete
POL015926,PO005309,2025-06-10,S006,P0100,W03,243,2025-06-29,2025-06-30,243,273.3,Complete
POL015927,PO005309,2026-02-01,S023,P0019,W03,408,2026-02-26,2026-02-27,408,556.79,Complete
POL015928,PO005310,2025-08-11,S030,P0109,W02,394,2025-08-21,2025-08-13,394,592.6,Complete
POL015929,PO005310,2026-05-24,S029,P0039,W02,210,2026-06-05,2026-05-31,184,177.1,Complete
POL015930,PO005310,2025-09-11,S046,P0077,W01,200,2025-09-24,2025-09-18,200,80.32,Complete
POL015931,PO005311,2026-05-28,S023,P0086,W01,335,2026-06-21,2026-06-18,335,90.17,Complete
POL015932,PO005311,2026-03-25,S018,P0046,W02,5,2026-04-08,2026-04-12,5,685.43,Complete
POL015933,PO005311,2026-04-09,S046,P0067,W05,392,2026-04-25,2026-04-24,392,135.74,Complete
POL015934,PO005312,2026-07-10,S017,P0091,W02,252,2026-07-26,2026-07-29,252,398.01,Complete
POL015935,PO005312,2026-04-20,S028,P0106,W01,437,2026-05-05,2026-05-02,437,517.24,Complete
POL015936,PO005312,2025-07-12,S002,P0014,W03,276,2025-08-04,2025-08-13,276,195.65,Complete
POL015937,PO005313,2025-11-09,S008,P0060,W01,196,2025-11-13,2025-11-12,196,167.1,Complete
POL015938,PO005313,2025-10-11,S003,P0103,W03,62,2025-11-04,2025-11-10,62,657.02,Complete
POL015939,PO005313,2025-02-08,S021,P0067,W04,5,2025-02-16,2025-02-18,5,132.64,Complete
POL015940,PO005314,2025-12-22,S045,P0004,W01,334,2026-01-19,2026-01-16,334,17.14,Partial
POL015941,PO005314,2025-09-20,S004,P0016,W05,103,2025-10-02,2025-10-15,103,334.27,Complete
POL015942,PO005314,2025-08-25,S047,P0099,W04,427,2025-09-18,2025-09-26,427,100.78,Complete
POL015943,PO005315,2025-03-07,S042,P0051,W05,249,2025-03-30,2025-03-30,249,342.61,Complete
POL015944,PO005315,2025-10-30,S001,P0085,W04,434,2025-11-22,2025-11-29,434,86.0,Complete
POL015945,PO005315,2025-12-14,S001,P0108,W05,235,2026-01-04,2026-01-05,235,76.91,Complete
POL015946,PO005316,2025-03-05,S044,P0011,W03,191,2025-03-29,2025-03-29,191,682.72,Complete
POL015947,PO005316,2026-01-16,S029,P0055,W01,74,2026-01-28,2026-01-26,74,245.92,Complete
POL015948,PO005316,2025-04-11,S009,P0018,W01,207,2025-05-02,2025-05-03,207,15.71,Complete
POL015949,PO005317,2025-03-29,S046,P0102,W01,411,2025-04-15,2025-04-18,396,407.24,Complete
POL015950,PO005317,2025-08-29,S027,P0055,W01,429,2025-09-17,2025-09-20,429,244.47,Complete
POL015951,PO005317,2025-08-22,S031,P0106,W05,241,2025-09-10,2025-09-15,241,530.0,Complete
POL015952,PO005318,2026-07-03,S033,P0036,W05,499,2026-07-31,2026-08-01,499,588.63,Complete
POL015953,PO005318,2025-02-10,S010,P0018,W04,22,2025-02-18,2025-02-12,21,16.68,Complete
POL015954,PO005318,2025-07-29,S018,P0105,W01,31,2025-08-12,2025-08-16,31,299.2,Complete
POL015955,PO005319,2026-03-17,S007,P0074,W05,35,2026-04-01,2026-03-29,35,168.76,Complete
POL015956,PO005319,2025-05-30,S026,P0024,W02,35,2025-06-05,2025-05-28,35,461.18,Partial
POL015957,PO005319,2026-08-12,S048,P0084,W05,7,2026-08-23,2026-08-23,7,471.9,Open
POL015958,PO005320,2026-03-22,S031,P0051,W04,31,2026-04-12,2026-04-10,3,332.85,Complete
POL015959,PO005320,2026-07-22,S034,P0006,W03,399,2026-08-04,2026-08-01,399,327.68,Complete
POL015960,PO005320,2026-07-24,S010,P0032,W04,233,2026-08-01,2026-07-26,233,26.52,Complete
POL015961,PO005321,2025-03-07,S027,P0091,W04,391,2025-03-29,2025-04-01,391,463.9,Complete
POL015962,PO005321,2025-10-03,S048,P0016,W05,393,2025-10-12,2025-10-10,393,325.58,Complete
POL015963,PO005321,2026-03-23,S005,P0041,W04,347,2026-04-04,2026-03-31,347,161.2,Complete
POL015964,PO005322,2025-01-06,S010,P0032,W02,51,2025-01-15,2025-01-18,38,25.83,Complete
POL015965,PO005322,2025-09-29,S035,P0088,W01,65,2025-10-09,2025-10-09,65,284.56,Complete
POL015966,PO005322,2026-02-17,S001,P0104,W05,346,2026-03-08,2026-03-11,346,491.01,Complete
POL015967,PO005323,2026-04-21,S010,P0095,W04,477,2026-05-01,2026-05-01,477,19.35,Complete
POL015968,PO005323,2025-09-07,S046,P0086,W01,89,2025-09-24,2025-09-27,89,90.29,Complete
POL015969,PO005323,2026-06-02,S001,P0011,W04,319,2026-06-23,2026-06-16,319,582.54,Complete
POL015970,PO005324,2026-02-09,S021,P0110,W05,21,2026-02-16,2026-02-25,21,572.25,Complete
POL015971,PO005324,2025-01-28,S016,P0020,W04,103,2025-02-27,2025-02-19,103,619.03,Complete
POL015972,PO005324,2025-06-16,S020,P0049,W02,299,2025-07-02,2025-07-08,299,559.59,Complete
POL015973,PO005325,2026-07-17,S013,P0100,W01,328,2026-08-12,2026-08-13,323,305.67,Complete
POL015974,PO005325,2025-01-02,S014,P0029,W05,298,2025-01-26,2025-02-08,298,78.51,Complete
POL015975,PO005325,2025-03-06,S037,P0027,W02,228,2025-03-28,2025-03-29,228,440.76,Complete
POL015976,PO005326,2025-07-26,S002,P0004,W05,145,2025-08-21,2025-08-26,145,18.74,Partial
POL015977,PO005326,2026-08-20,S007,P0043,W03,400,2026-09-05,2026-08-26,400,112.94,Open
POL015978,PO005326,2026-02-27,S013,P0060,W04,164,2026-03-27,2026-04-04,164,174.06,Complete
POL015979,PO005327,2025-03-30,S040,P0057,W02,357,2025-04-11,2025-04-15,344,504.5,Complete
POL015980,PO005327,2025-08-24,S019,P0005,W04,180,2025-09-18,2025-09-09,180,672.52,Complete
POL015981,PO005327,2026-07-18,S002,P0025,W03,260,2026-08-10,2026-08-08,260,200.58,Complete
POL015982,PO005328,2025-05-12,S025,P0001,W02,464,2025-05-26,2025-05-26,464,408.77,Complete
POL015983,PO005328,2025-12-12,S031,P0027,W04,201,2026-01-01,2026-01-08,201,440.93,Complete
POL015984,PO005328,2025-10-06,S022,P0073,W03,433,2025-10-21,2025-10-21,433,12.13,Complete
POL015985,PO005329,2026-04-02,S005,P0002,W04,34,2026-04-16,2026-04-10,34,249.66,Complete
POL015986,PO005329,2026-03-28,S043,P0020,W01,266,2026-04-15,2026-04-14,266,645.25,Complete
POL015987,PO005329,2026-05-15,S042,P0066,W01,258,2026-06-08,2026-06-12,242,610.54,Complete
POL015988,PO005330,2025-03-13,S044,P0068,W04,481,2025-04-09,2025-04-10,481,199.77,Complete
POL015989,PO005330,2025-09-30,S047,P0108,W05,135,2025-10-24,2025-10-29,135,79.88,Complete
POL015990,PO005330,2026-02-20,S016,P0069,W01,292,2026-03-18,2026-03-06,292,467.99,Complete
POL015991,PO005331,2025-09-09,S021,P0112,W01,295,2025-09-15,2025-09-26,295,371.85,Complete
POL015992,PO005331,2026-02-05,S047,P0087,W02,55,2026-03-02,2026-03-03,55,613.41,Complete
POL015993,PO005331,2026-01-17,S022,P0067,W01,497,2026-02-04,2026-02-07,497,142.14,Complete
POL015994,PO005332,2025-08-11,S042,P0046,W02,246,2025-09-03,2025-09-09,246,658.19,Complete
POL015995,PO005332,2025-03-02,S032,P0014,W04,221,2025-03-25,2025-04-02,221,176.17,Complete
POL015996,PO005332,2026-08-06,S045,P0085,W04,447,2026-09-01,2026-09-09,447,95.13,Open
POL015997,PO005333,2026-05-11,S001,P0113,W04,38,2026-05-31,2026-05-28,38,389.32,Complete
POL015998,PO005333,2026-06-21,S034,P0044,W03,333,2026-07-06,2026-06-28,333,32.13,Complete
POL015999,PO005333,2025-06-29,S039,P0043,W01,14,2025-07-07,2025-07-11,14,118.76,Complete
POL016000,PO005334,2025-07-09,S010,P0012,W03,476,2025-07-20,2025-07-28,473,343.84,Complete
POL016001,PO005334,2025-07-14,S036,P0072,W05,406,2025-08-05,2025-08-09,406,94.71,Complete
POL016002,PO005334,2025-01-19,S010,P0038,W02,267,2025-01-27,2025-01-17,267,673.12,Complete
POL016003,PO005335,2025-04-12,S044,P0002,W03,199,2025-05-06,2025-05-19,199,248.88,Complete
POL016004,PO005335,2025-07-04,S044,P0001,W02,456,2025-07-29,2025-07-28,456,360.57,Partial
POL016005,PO005335,2026-08-16,S001,P0041,W02,126,2026-09-09,2026-09-15,126,169.74,Open
POL016006,PO005336,2025-05-03,S025,P0056,W03,384,2025-05-21,2025-05-12,384,62.95,Complete
POL016007,PO005336,2025-11-01,S019,P0055,W01,209,2025-11-28,2025-12-07,209,272.59,Complete
POL016008,PO005336,2025-11-25,S043,P0089,W01,412,2025-12-08,2025-12-15,412,203.84,Complete
POL016009,PO005337,2025-08-04,S016,P0064,W01,375,2025-08-31,2025-08-30,375,118.56,Complete
POL016010,PO005337,2026-07-06,S035,P0095,W04,495,2026-07-16,2026-07-25,495,20.36,Complete
POL016011,PO005337,2025-02-25,S006,P0036,W05,304,2025-03-13,2025-03-15,304,558.26,Complete
POL016012,PO005338,2026-06-07,S011,P0028,W03,154,2026-07-01,2026-07-07,154,531.48,Complete
POL016013,PO005338,2026-03-23,S048,P0065,W04,444,2026-04-05,2026-04-06,444,407.15,Partial
POL016014,PO005338,2025-07-03,S019,P0013,W05,315,2025-08-01,2025-07-30,315,310.13,Complete
POL016015,PO005339,2026-04-06,S037,P0092,W04,353,2026-04-25,2026-05-06,353,583.82,Complete
POL016016,PO005339,2025-09-15,S047,P0023,W02,131,2025-10-14,2025-10-18,131,76.21,Complete
POL016017,PO005339,2026-08-06,S047,P0110,W04,267,2026-09-03,2026-08-28,258,519.96,Open
POL016018,PO005340,2025-01-22,S001,P0119,W02,427,2025-02-13,2025-02-15,427,429.09,Complete
POL016019,PO005340,2025-01-18,S012,P0065,W05,186,2025-02-06,2025-02-11,186,431.53,Complete
POL016020,PO005340,2025-11-23,S035,P0038,W05,295,2025-12-03,2025-12-11,295,659.28,Complete
POL016021,PO005341,2026-07-13,S045,P0041,W01,107,2026-08-10,2026-08-23,91,181.08,Complete
POL016022,PO005341,2025-02-08,S047,P0052,W05,92,2025-03-09,2025-03-14,92,221.98,Complete
POL016023,PO005341,2026-04-12,S035,P0058,W02,386,2026-04-19,2026-04-16,370,173.56,Complete
POL016024,PO005342,2026-07-18,S005,P0010,W03,213,2026-08-03,2026-08-03,213,330.41,Complete
POL016025,PO005342,2025-10-19,S036,P0024,W04,106,2025-11-15,2025-11-24,106,450.35,Complete
POL016026,PO005342,2026-06-05,S014,P0095,W01,94,2026-06-28,2026-07-06,94,18.01,Complete
POL016027,PO005343,2026-03-31,S039,P0007,W01,66,2026-04-05,2026-04-08,66,533.02,Complete
POL016028,PO005343,2025-05-09,S027,P0054,W03,231,2025-05-28,2025-05-27,231,428.74,Complete
POL016029,PO005343,2026-05-28,S009,P0106,W03,158,2026-06-17,2026-06-17,158,475.32,Complete
POL016030,PO005344,2026-02-24,S041,P0011,W03,43,2026-03-19,2026-03-28,43,679.27,Complete
POL016031,PO005344,2025-01-08,S048,P0112,W05,243,2025-01-20,2025-01-23,222,347.29,Complete
POL016032,PO005344,2025-12-07,S025,P0057,W02,482,2025-12-26,2025-12-27,482,481.18,Complete
POL016033,PO005345,2026-01-28,S040,P0051,W04,489,2026-02-10,2026-02-03,489,353.85,Complete
POL016034,PO005345,2026-04-26,S003,P0086,W01,300,2026-05-17,2026-05-25,300,83.52,Complete
POL016035,PO005345,2026-04-08,S014,P0094,W03,291,2026-04-30,2026-05-18,287,670.74,Complete
POL016036,PO005346,2025-10-13,S007,P0057,W03,495,2025-11-01,2025-11-04,495,452.03,Complete
POL016037,PO005346,2025-06-29,S014,P0010,W03,379,2025-07-23,2025-07-31,379,346.91,Complete
POL016038,PO005346,2025-04-26,S019,P0117,W01,91,2025-05-23,2025-05-29,91,226.23,Complete
POL016039,PO005347,2025-02-23,S021,P0002,W01,265,2025-03-01,2025-03-07,265,217.24,Complete
POL016040,PO005347,2026-01-19,S016,P0105,W05,195,2026-02-18,2026-02-21,195,291.34,Complete
POL016041,PO005347,2026-07-30,S027,P0053,W05,76,2026-08-21,2026-09-08,56,496.42,Complete
POL016042,PO005348,2025-02-18,S011,P0062,W01,465,2025-03-12,2025-03-08,465,592.08,Complete
POL016043,PO005348,2026-02-26,S017,P0092,W02,296,2026-03-10,2026-03-10,296,601.87,Complete
POL016044,PO005348,2025-12-17,S041,P0113,W05,347,2026-01-08,2026-01-01,347,403.99,Complete
POL016045,PO005349,2025-04-14,S027,P0019,W01,396,2025-05-07,2025-05-02,396,545.96,Complete
POL016046,PO005349,2025-05-08,S002,P0098,W03,39,2025-06-03,2025-06-11,39,68.74,Complete
POL016047,PO005349,2025-06-20,S016,P0080,W02,161,2025-07-19,2025-07-23,161,383.57,Complete
POL016048,PO005350,2026-02-15,S040,P0045,W05,442,2026-02-28,2026-02-27,442,309.46,Complete
POL016049,PO005350,2025-06-29,S009,P0052,W04,105,2025-07-18,2025-07-14,85,219.42,Complete
POL016050,PO005350,2026-05-12,S045,P0093,W04,98,2026-06-08,2026-06-02,98,187.64,Complete
POL016051,PO005351,2025-08-10,S015,P0017,W01,310,2025-08-24,2025-08-19,310,279.21,Complete
POL016052,PO005351,2025-03-07,S031,P0061,W01,134,2025-03-28,2025-03-26,134,83.89,Complete
POL016053,PO005351,2025-02-27,S023,P0087,W04,416,2025-03-26,2025-03-12,416,581.96,Complete
POL016054,PO005352,2025-08-29,S031,P0065,W02,367,2025-09-16,2025-09-22,367,371.51,Complete
POL016055,PO005352,2025-09-02,S039,P0054,W03,385,2025-09-08,2025-09-11,385,400.2,Complete
POL016056,PO005352,2026-03-17,S008,P0063,W01,356,2026-03-21,2026-03-25,356,93.83,Complete
POL016057,PO005353,2025-10-15,S017,P0062,W01,78,2025-10-30,2025-11-04,78,602.59,Complete
POL016058,PO005353,2025-04-09,S028,P0097,W04,331,2025-04-24,2025-04-25,331,409.8,Complete
POL016059,PO005353,2025-05-08,S013,P0099,W01,89,2025-06-03,2025-06-06,89,86.6,Complete
POL016060,PO005354,2025-12-06,S019,P0111,W01,7,2026-01-02,2026-01-03,7,158.68,Complete
POL016061,PO005354,2025-07-20,S043,P0009,W05,488,2025-08-06,2025-08-15,488,322.06,Complete
POL016062,PO005354,2026-02-08,S011,P0039,W04,128,2026-03-04,2026-03-01,128,197.53,Complete
POL016063,PO005355,2026-07-08,S010,P0106,W02,350,2026-07-16,2026-07-22,350,525.1,Complete
POL016064,PO005355,2025-08-01,S028,P0078,W05,175,2025-08-18,2025-08-14,175,310.53,Complete
POL016065,PO005355,2025-11-28,S005,P0046,W05,351,2025-12-11,2025-12-06,351,690.02,Complete
POL016066,PO005356,2026-05-15,S001,P0076,W03,203,2026-06-06,2026-05-30,203,439.19,Complete
POL016067,PO005356,2025-05-07,S042,P0056,W03,222,2025-05-31,2025-05-22,222,71.26,Complete
POL016068,PO005356,2025-11-03,S014,P0107,W04,41,2025-11-27,2025-11-30,41,14.59,Complete
POL016069,PO005357,2025-07-03,S006,P0067,W01,234,2025-07-18,2025-07-14,234,132.03,Complete
POL016070,PO005357,2026-01-12,S032,P0054,W05,339,2026-01-31,2026-02-03,339,427.6,Complete
POL016071,PO005357,2026-03-22,S024,P0075,W01,358,2026-03-31,2026-04-10,358,90.29,Complete
POL016072,PO005358,2025-03-26,S022,P0023,W04,446,2025-04-11,2025-04-10,446,73.87,Complete
POL016073,PO005358,2025-04-23,S022,P0093,W03,296,2025-05-10,2025-05-14,296,192.7,Complete
POL016074,PO005358,2025-01-14,S007,P0025,W01,494,2025-02-02,2025-02-09,494,205.66,Complete
POL016075,PO005359,2025-01-08,S042,P0003,W03,315,2025-01-31,2025-02-03,315,385.54,Complete
POL016076,PO005359,2025-01-31,S001,P0007,W02,400,2025-02-19,2025-02-21,400,497.19,Complete
POL016077,PO005359,2026-03-01,S024,P0008,W05,78,2026-03-09,2026-03-01,78,56.35,Complete
POL016078,PO005360,2026-06-27,S013,P0013,W03,105,2026-07-26,2026-07-28,105,287.58,Complete
POL016079,PO005360,2025-09-03,S031,P0007,W02,295,2025-09-24,2025-09-29,295,515.05,Complete
POL016080,PO005360,2026-06-14,S027,P0037,W02,258,2026-07-06,2026-07-29,258,229.5,Complete
POL016081,PO005361,2026-03-14,S019,P0116,W01,249,2026-04-08,2026-04-07,249,258.91,Complete
POL016082,PO005361,2026-04-30,S026,P0013,W03,458,2026-05-10,2026-05-18,458,289.87,Complete
POL016083,PO005361,2026-03-20,S011,P0082,W03,240,2026-04-10,2026-04-08,240,482.99,Complete
POL016084,PO005362,2025-04-30,S007,P0105,W05,37,2025-05-19,2025-05-26,13,320.03,Complete
POL016085,PO005362,2025-11-11,S044,P0098,W04,264,2025-12-03,2025-11-30,264,76.26,Complete
POL016086,PO005362,2025-11-12,S030,P0044,W03,118,2025-11-25,2025-11-27,118,33.29,Complete
POL016087,PO005363,2026-01-20,S032,P0007,W02,21,2026-02-11,2026-02-09,16,533.85,Complete
POL016088,PO005363,2026-04-23,S048,P0045,W02,136,2026-05-06,2026-05-08,136,307.93,Complete
POL016089,PO005363,2025-03-09,S044,P0073,W04,5,2025-04-03,2025-04-05,5,12.56,Complete
POL016090,PO005364,2026-02-09,S029,P0091,W01,306,2026-02-21,2026-02-23,306,426.19,Complete
POL016091,PO005364,2026-05-15,S039,P0018,W01,235,2026-05-24,2026-05-21,235,17.08,Complete
POL016092,PO005364,2025-03-11,S026,P0037,W05,476,2025-03-18,2025-03-19,476,218.58,Complete
POL016093,PO005365,2025-09-06,S012,P0073,W01,36,2025-09-26,2025-09-29,36,11.39,Complete
POL016094,PO005365,2026-06-22,S030,P0086,W02,243,2026-07-04,2026-07-04,243,86.54,Complete
POL016095,PO005365,2025-01-15,S044,P0038,W03,457,2025-02-06,2025-02-03,457,651.64,Complete
POL016096,PO005366,2025-04-07,S043,P0099,W01,284,2025-04-24,2025-04-21,284,85.9,Complete
POL016097,PO005366,2026-04-28,S025,P0097,W04,183,2026-05-12,2026-05-19,183,386.98,Complete
POL016098,PO005366,2025-04-14,S046,P0044,W03,321,2025-04-26,2025-04-28,321,33.69,Complete
POL016099,PO005367,2026-02-26,S010,P0065,W01,139,2026-03-04,2026-03-13,139,365.25,Complete
POL016100,PO005367,2026-06-25,S002,P0058,W03,426,2026-07-20,2026-07-20,426,176.15,Complete
POL016101,PO005367,2025-10-27,S020,P0081,W05,334,2025-11-07,2025-11-08,334,122.48,Complete
POL016102,PO005368,2025-10-18,S010,P0039,W02,146,2025-10-28,2025-11-01,146,207.22,Complete
POL016103,PO005368,2025-09-15,S046,P0040,W04,42,2025-10-01,2025-10-06,42,346.38,Complete
POL016104,PO005368,2025-08-12,S006,P0051,W03,314,2025-08-29,2025-09-07,314,325.18,Complete
POL016105,PO005369,2025-08-17,S026,P0026,W03,449,2025-08-23,2025-08-13,449,469.22,Complete
POL016106,PO005369,2025-11-29,S038,P0070,W03,463,2025-12-23,2025-12-27,463,596.37,Complete
POL016107,PO005369,2026-06-22,S006,P0115,W03,333,2026-07-07,2026-07-11,333,432.9,Complete
POL016108,PO005370,2026-08-12,S003,P0042,W01,469,2026-09-07,2026-09-08,469,678.22,Open
POL016109,PO005370,2026-06-04,S027,P0104,W03,408,2026-06-26,2026-07-03,408,550.31,Complete
POL016110,PO005370,2025-03-13,S044,P0056,W03,194,2025-04-05,2025-04-08,194,69.25,Complete
POL016111,PO005371,2025-07-04,S001,P0020,W04,424,2025-07-23,2025-07-19,424,632.15,Complete
POL016112,PO005371,2026-03-31,S001,P0060,W04,60,2026-04-20,2026-04-11,60,160.23,Complete
POL016113,PO005371,2025-11-24,S045,P0060,W03,445,2025-12-20,2025-12-15,435,149.72,Partial
POL016114,PO005372,2025-07-20,S029,P0003,W02,462,2025-07-30,2025-08-07,462,360.72,Complete
POL016115,PO005372,2025-07-06,S034,P0058,W04,284,2025-07-21,2025-07-26,284,162.22,Complete
POL016116,PO005372,2025-03-12,S014,P0020,W05,460,2025-04-06,2025-04-14,460,595.94,Complete
POL016117,PO005373,2025-07-19,S015,P0096,W05,70,2025-08-04,2025-07-26,63,335.6,Complete
POL016118,PO005373,2025-09-11,S023,P0065,W02,53,2025-10-03,2025-10-14,53,396.86,Complete
POL016119,PO005373,2025-09-07,S011,P0037,W02,174,2025-09-30,2025-10-15,174,203.15,Complete
POL016120,PO005374,2025-11-26,S022,P0001,W03,45,2025-12-13,2025-12-09,45,414.48,Complete
POL016121,PO005374,2025-06-13,S046,P0069,W04,123,2025-06-27,2025-07-01,123,474.56,Complete
POL016122,PO005374,2025-05-04,S036,P0085,W04,96,2025-05-26,2025-05-24,96,92.25,Complete
POL016123,PO005375,2026-06-17,S042,P0051,W04,231,2026-07-11,2026-07-17,231,316.88,Complete
POL016124,PO005375,2025-09-01,S024,P0109,W03,325,2025-09-11,2025-09-22,325,553.35,Complete
POL016125,PO005375,2025-06-02,S038,P0024,W05,103,2025-06-24,2025-06-20,103,432.01,Complete
POL016126,PO005376,2026-01-17,S021,P0091,W01,154,2026-01-23,2026-01-17,127,444.59,Complete
POL016127,PO005376,2025-11-22,S030,P0060,W02,370,2025-12-05,,370,148.17,Complete
POL016128,PO005376,2025-12-12,S036,P0038,W03,123,2026-01-04,2026-01-25,123,631.91,Complete
POL016129,PO005377,2025-05-13,S040,P0035,W03,170,2025-05-26,2025-06-01,170,551.53,Partial
POL016130,PO005377,2026-03-10,S045,P0054,W05,400,2026-04-06,2026-04-10,400,469.16,Complete
POL016131,PO005377,2025-04-26,S006,P0010,W04,200,2025-05-11,2025-05-18,200,298.2,Complete
POL016132,PO005378,2026-05-17,S039,P0079,W03,125,2026-05-24,2026-06-01,125,427.01,Complete
POL016133,PO005378,2025-09-12,S035,P0050,W03,402,2025-09-18,2025-09-21,402,648.43,Complete
POL016134,PO005378,2025-09-03,S036,P0082,W01,480,2025-09-27,2025-09-28,480,532.3,Complete
POL016135,PO005379,2025-08-22,S001,P0062,W02,451,2025-09-13,2025-09-11,451,574.21,Complete
POL016136,PO005379,2025-09-11,S024,P0118,W01,222,2025-09-23,2025-09-26,222,272.23,Complete
POL016137,PO005379,2026-02-04,S047,P0010,W01,16,2026-02-28,2026-03-08,16,334.97,Complete
POL016138,PO005380,2025-10-26,S044,P0060,W03,214,2025-11-18,2025-11-25,214,159.27,Complete
POL016139,PO005380,2025-03-18,S012,P0065,W01,384,2025-04-07,2025-04-05,384,424.33,Complete
POL016140,PO005380,2025-12-06,S024,P0030,W01,472,2025-12-18,2025-12-19,472,599.69,Complete
POL016141,PO005381,2025-06-10,S042,P0081,W05,39,2025-07-07,2025-07-02,39,139.15,Complete
POL016142,PO005381,2025-03-06,S045,P0044,W05,64,2025-04-03,2025-04-10,64,31.15,Complete
POL016143,PO005381,2026-05-19,S016,P0092,W03,147,2026-06-19,2026-06-23,147,597.0,Complete
POL016144,PO005382,2025-07-07,S039,P0111,W05,61,2025-07-12,2025-07-12,61,147.55,Complete
POL016145,PO005382,2025-12-24,S041,P0103,W01,92,2026-01-15,2026-01-14,92,626.75,Complete
POL016146,PO005382,2025-04-14,S008,P0076,W05,219,2025-04-20,2025-04-16,219,449.3,Complete
POL016147,PO005383,2025-07-23,S002,P0087,W03,129,2025-08-17,2025-08-19,129,639.57,Complete
POL016148,PO005383,2025-08-20,S003,P0104,W02,295,2025-09-11,2025-09-21,295,570.23,Partial
POL016149,PO005383,2025-03-22,S007,P0118,W04,474,2025-04-09,2025-04-06,474,258.05,Complete
POL016150,PO005384,2026-08-08,S036,P0087,W03,256,2026-09-03,2026-08-28,256,651.24,Open
POL016151,PO005384,2025-07-06,S019,P0110,W04,256,2025-08-03,2025-08-05,256,566.14,Complete
POL016152,PO005384,2025-12-16,S033,P0116,W02,477,2026-01-11,2026-01-19,477,286.41,Complete
POL016153,PO005385,2025-12-06,S005,P0022,W03,304,2025-12-20,2025-12-27,304,381.44,Complete
POL016154,PO005385,2025-09-15,S029,P0061,W01,496,2025-09-26,2025-10-04,496,90.82,Complete
POL016155,PO005385,2025-12-18,S036,P0043,W02,462,2026-01-12,2026-01-11,462,119.76,Complete
POL016156,PO005386,2025-12-06,S047,P0114,W03,25,2026-01-03,2026-01-09,25,560.66,Complete
POL016157,PO005386,2025-02-18,S016,P0090,W05,469,2025-03-18,2025-03-22,469,334.39,Complete
POL016158,PO005386,2026-02-06,S027,P0107,W01,86,2026-03-01,2026-03-13,86,14.43,Complete
POL016159,PO005387,2025-03-10,S024,P0042,W03,137,2025-03-18,2025-03-20,137,572.9,Complete
POL016160,PO005387,2025-09-18,S017,P0102,W01,279,2025-10-04,2025-10-10,279,375.24,Complete
POL016161,PO005387,2025-08-07,S031,P0010,W03,387,2025-08-24,2025-08-29,387,326.95,Complete
POL016162,PO005388,2025-09-26,S028,P0113,W05,475,2025-10-12,2025-10-17,475,399.02,Complete
POL016163,PO005388,2025-02-13,S040,P0028,W02,233,2025-02-28,2025-03-05,233,517.57,Complete
POL016164,PO005388,2026-02-25,S002,P0064,W04,143,2026-03-22,2026-03-21,143,128.0,Complete
POL016165,PO005389,2025-09-09,S011,P0086,W02,195,2025-10-01,2025-09-25,195,89.3,Complete
POL016166,PO005389,2025-02-06,S028,P0090,W05,186,2025-02-23,2025-02-21,186,310.69,Complete
POL016167,PO005389,2025-01-03,S028,P0026,W04,150,2025-01-20,2025-01-26,150,417.92,Complete
POL016168,PO005390,2025-11-21,S044,P0067,W02,119,2025-12-18,2025-12-12,119,135.28,Complete
POL016169,PO005390,2026-02-04,S033,P0064,W02,355,2026-03-02,2026-03-04,355,118.08,Complete
POL016170,PO005390,2025-11-25,S001,P0094,W05,483,2025-12-18,2025-12-20,483,668.65,Complete
POL016171,PO005391,2026-03-09,S024,P0039,W03,300,2026-03-21,2026-03-26,300,199.82,Complete
POL016172,PO005391,2026-03-31,S041,P0092,W02,81,2026-04-24,2026-04-27,81,603.62,Complete
POL016173,PO005391,2026-06-08,S042,P0074,W03,335,2026-07-04,2026-06-23,335,142.3,Complete
POL016174,PO005392,2026-08-13,S039,P0092,W01,284,2026-08-21,2026-08-19,284,661.5,Open
